seq	batch	kind	status	action	path	notes
400	deploy	text	reviewed-noncode	checked	deploy/caddy/Caddyfile	文本/配置文件，已逐文件读取，15 行，不涉及死代码。
401	deploy	text	reviewed-noncode	checked	deploy/docker-compose.https.caddy.yml	文本/配置文件，已逐文件读取，23 行，不涉及死代码。
402	deploy	text	reviewed-noncode	checked	deploy/docker-compose.yml	文本/配置文件，已逐文件读取，38 行，不涉及死代码。
403	deploy	text	reviewed-noncode	checked	deploy/nginx/nginx.conf	文本/配置文件，已逐文件读取，60 行，不涉及死代码。
404	deploy	text	reviewed-noncode	checked	deploy/scripts/backup.sh	文本/配置文件，已逐文件读取，38 行，不涉及死代码。
405	deploy	text	reviewed-noncode	checked	deploy/scripts/build.sh	文本/配置文件，已逐文件读取，8 行，不涉及死代码。
406	deploy	text	reviewed-noncode	checked	deploy/scripts/down.sh	文本/配置文件，已逐文件读取，8 行，不涉及死代码。
407	deploy	text	reviewed-noncode	checked	deploy/scripts/down_https_caddy.sh	文本/配置文件，已逐文件读取，8 行，不涉及死代码。
408	deploy	text	reviewed-noncode	checked	deploy/scripts/logs.sh	文本/配置文件，已逐文件读取，8 行，不涉及死代码。
409	deploy	text	reviewed-noncode	checked	deploy/scripts/logs_https_caddy.sh	文本/配置文件，已逐文件读取，8 行，不涉及死代码。
410	deploy	text	reviewed-noncode	checked	deploy/scripts/up.sh	文本/配置文件，已逐文件读取，22 行，不涉及死代码。
411	deploy	text	reviewed-noncode	checked	deploy/scripts/up_https_caddy.sh	文本/配置文件，已逐文件读取，31 行，不涉及死代码。
412	design-system	text	reviewed-noncode	checked	design-system/afn/MASTER.md	文本/配置文件，已逐文件读取，203 行，不涉及死代码。
413	design-system	text	reviewed-noncode	checked	design-system/afn/pages/settings.md	文本/配置文件，已逐文件读取，47 行，不涉及死代码。
414	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/.eslintrc.cjs	已逐文件读取并完成首轮复核；cjs 文件 16 行，顶层符号 0，导入语句 1。
415	frontend-web	text	reviewed-noncode	checked	frontend-web/ELECTRON.md	文本/配置文件，已逐文件读取，38 行，不涉及死代码。
416	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/electron/main.cjs	已逐文件读取并完成首轮复核；cjs 文件 945 行，顶层符号 139，导入语句 7。
417	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/electron/preload.cjs	已逐文件读取并完成首轮复核；cjs 文件 9 行，顶层符号 1，导入语句 1。
418	frontend-web	text	reviewed-noncode	checked	frontend-web/index.html	文本/配置文件，已逐文件读取，15 行，不涉及死代码。
419	frontend-web	text	reviewed-noncode	checked	frontend-web/package-lock.json	文本/配置文件，已逐文件读取，8556 行，不涉及死代码。
420	frontend-web	text	reviewed-noncode	checked	frontend-web/package.json	文本/配置文件，已逐文件读取，75 行，不涉及死代码。
421	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/postcss.config.js	已逐文件读取并完成首轮复核；js 文件 6 行，顶层符号 0，导入语句 0。
422	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/App.tsx	已逐文件读取并完成首轮复核；tsx 文件 282 行，顶层符号 42，导入语句 15。
423	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/api/adminDashboard.ts	已逐文件读取并完成首轮复核；ts 文件 201 行，顶层符号 30，导入语句 1。
424	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/api/adminUsers.ts	已逐文件读取并完成首轮复核；ts 文件 95 行，顶层符号 14，导入语句 1。
425	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/api/auth.ts	已逐文件读取并完成首轮复核；ts 文件 52 行，顶层符号 10，导入语句 1。
426	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/api/client.ts	已逐文件读取并完成首轮复核；ts 文件 114 行，顶层符号 19，导入语句 2。
427	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/api/coding.ts	已逐文件读取并完成首轮复核；ts 文件 459 行，顶层符号 57，导入语句 1。
428	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/api/embeddingConfigs.ts	已逐文件读取并完成首轮复核；ts 文件 98 行，顶层符号 14，导入语句 1。
429	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/api/imageConfigs.ts	已逐文件读取并完成首轮复核；ts 文件 71 行，顶层符号 13，导入语句 1。
430	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/api/imageGeneration.ts	已逐文件读取并完成首轮复核；ts 文件 174 行，顶层符号 16，导入语句 2。
431	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/api/llmConfigs.ts	已逐文件读取并完成首轮复核；ts 文件 75 行，顶层符号 11，导入语句 1。
432	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/api/novels.ts	已逐文件读取并完成首轮复核；ts 文件 358 行，顶层符号 45，导入语句 2。
433	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/api/prompts.ts	已逐文件读取并完成首轮复核；ts 文件 46 行，顶层符号 8，导入语句 1。
434	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/api/protagonist.ts	已逐文件读取并完成首轮复核；ts 文件 291 行，顶层符号 34，导入语句 1。
435	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/api/queue.ts	已逐文件读取并完成首轮复核；ts 文件 41 行，顶层符号 8，导入语句 1。
436	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/api/settings.ts	已逐文件读取并完成首轮复核；ts 文件 98 行，顶层符号 14，导入语句 1。
437	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/api/themeConfigs.ts	已逐文件读取并完成首轮复核；ts 文件 201 行，顶层符号 24，导入语句 1。
438	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/api/writer.ts	已逐文件读取并完成首轮复核；ts 文件 505 行，顶层符号 46，导入语句 2。
439	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/admin/AdminAccessDenied.tsx	已逐文件读取并完成首轮复核；tsx 文件 28 行，顶层符号 2，导入语句 5。
440	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/admin/AdminCharts.tsx	已逐文件读取并完成首轮复核；tsx 文件 460 行，顶层符号 69，导入语句 1。
441	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/admin/AdminPanelHeader.tsx	已逐文件读取并完成首轮复核；tsx 文件 81 行，顶层符号 5，导入语句 4。
442	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/admin/LazyRender.tsx	已逐文件读取并完成首轮复核；tsx 文件 74 行，顶层符号 7，导入语句 1。
443	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/auth/AuthGate.tsx	已逐文件读取并完成首轮复核；tsx 文件 33 行，顶层符号 2，导入语句 4。
444	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/AssistantPanel.tsx	已逐文件读取并完成首轮复核；tsx 文件 552 行，顶层符号 30，导入语句 9。
445	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/BatchGenerateModal.tsx	已逐文件读取并完成首轮复核；tsx 文件 237 行，顶层符号 19，导入语句 7。
446	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/BlueprintCard.tsx	已逐文件读取并完成首轮复核；tsx 文件 135 行，顶层符号 3，导入语句 3。
447	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/ChapterAnalysisView.tsx	已逐文件读取并完成首轮复核；tsx 文件 387 行，顶层符号 20，导入语句 6。
448	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/ChapterList.tsx	已逐文件读取并完成首轮复核；tsx 文件 495 行，顶层符号 66，导入语句 11。
449	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/ChapterPromptPreviewView.tsx	已逐文件读取并完成首轮复核；tsx 文件 258 行，顶层符号 10，导入语句 7。
450	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/ChapterReviewView.tsx	已逐文件读取并完成首轮复核；tsx 文件 231 行，顶层符号 16，导入语句 7。
451	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/ChapterSummaryView.tsx	已逐文件读取并完成首轮复核；tsx 文件 166 行，顶层符号 9，导入语句 6。
452	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/ChapterVersionsView.tsx	已逐文件读取并完成首轮复核；tsx 文件 330 行，顶层符号 17，导入语句 9。
453	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/CharacterPortraitGallery.tsx	已逐文件读取并完成首轮复核；tsx 文件 664 行，顶层符号 62，导入语句 11。
454	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/ContentOptimizationView.tsx	已逐文件读取并完成首轮复核；tsx 文件 1219 行，顶层符号 118，导入语句 10。
455	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/CreateProjectModal.tsx	已逐文件读取并完成首轮复核；tsx 文件 262 行，顶层符号 10，导入语句 9。
456	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/Editor.tsx	已逐文件读取并完成首轮复核；tsx 文件 239 行，顶层符号 14，导入语句 4。
457	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/ImportChapterModal.tsx	已逐文件读取并完成首轮复核；tsx 文件 243 行，顶层符号 17，导入语句 8。
458	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/ImportModal.tsx	已逐文件读取并完成首轮复核；tsx 文件 143 行，顶层符号 8，导入语句 7。
459	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/MangaPromptViewer.tsx	已逐文件读取并完成首轮复核；tsx 文件 1702 行，顶层符号 159，导入语句 11。
460	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/OutlineEditModal.tsx	已逐文件读取并完成首轮复核；tsx 文件 95 行，顶层符号 3，导入语句 7。
461	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/PartOutlineDetailModal.tsx	已逐文件读取并完成首轮复核；tsx 文件 268 行，顶层符号 27，导入语句 5。
462	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/PartOutlineGenerateModal.tsx	已逐文件读取并完成首轮复核；tsx 文件 289 行，顶层符号 26，导入语句 7。
463	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/ProjectLauncherRow.tsx	已逐文件读取并完成首轮复核；tsx 文件 137 行，顶层符号 11，导入语句 5。
464	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/ProjectListItem.tsx	已逐文件读取并完成首轮复核；tsx 文件 8 行，顶层符号 1，导入语句 0。
465	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/ProtagonistProfilesModal.tsx	已逐文件读取并完成首轮复核；tsx 文件 1394 行，顶层符号 97，导入语句 10。
466	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/SettingsModal.tsx	已逐文件读取并完成首轮复核；tsx 文件 252 行，顶层符号 24，导入语句 16。
467	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/WorkspaceTabs.tsx	已逐文件读取并完成首轮复核；tsx 文件 426 行，顶层符号 38，导入语句 12。
